serial,model_name,os,popularity,best_price,lowest_price,highest_price,sellers_amount,screen_size,memory_size,battery_size,release_date
0,1 1/8GB Bluish Black (5033D-2JALUAA),0,422,1690,1529,1819,36,5,8,2000,Oct-20
1,1 5033D 1/16GB Volcano Black (5033D-2LALUAF),0,323,1803,1659,2489,36,5,16,2000,Sep-20
2,1 5033D 1/16GB Volcano Black (5033D-2LALUAF),0,299,1803,1659,2489,36,5,16,2000,Sep-20
3,1 5033D 1/16GB Volcano Black (5033D-2LALUAF),0,287,1803,1659,2489,36,5,16,2000,Sep-20
4,1.3 1/16GB Charcoal,0,1047,1999,,,10,5.71,16,3000,Apr-20
5,10 6/64GB Black,0,71,10865,10631,11099,2,5.8,64,3400,Jun-18
6,10 Lite 3/32GB Blue,0,424,3999,,,2,6.21,32,3400,Dec-18
7,10 Lite 4/64GB Black,0,134,4973,4733,5295,6,6.21,64,3400,Jan-19
8,10 lite 3/128GB Blue,0,477,5100,4990,5222,3,6.21,128,3400,Jan-21
9,10 lite 3/64GB Black,0,215,4948,4646,5372,8,6.21,64,3400,Dec-18
10,10 lite 3/64GB Black,0,179,4948,4646,5372,8,6.21,64,3400,Dec-18
11,10 lite 3/64GB Blue,0,437,5165,4897,5559,7,6.21,64,3400,Dec-18
12,105 DS 2019 Pink (16KIGP01A01),7,18,583,528,649,28,1.77,0.004,800,Oct-19
13,105 Dual Sim 2019 Black (16KIGB01A01),7,262,601,539,703,31,1.77,0,800,Nov-19
14,105 Dual Sim 2019 Black (16KIGB01A01),7,274,601,539,703,31,1.77,0,800,Nov-19
15,105 Dual Sim New Black (A00028315),7,507,552,499,606,2,1.8,0.004,800,Sep-17
16,105 Single Sim 2019 Black (16KIGB01A13),7,805,536,449,642,31,1.77,0,800,Nov-19
17,105 Single Sim 2019 Pink (16KIGP01A13),7,692,547,496,709,35,1.77,0,800,Nov-19
18,105 Single Sim New Black (A00028356),7,460,663,499,1169,5,1.8,0.004,800,Sep-17
19,105 Single Sim New Black (A00028356),7,455,663,499,1169,5,1.8,0.004,800,Sep-17
20,105 Single Sim New Blue (A00028372),7,378,474,450,499,2,1.8,0.004,800,Sep-17
21,105 Single Sim New White (A00028371),7,59,499,,,1,1.8,0.004,800,Sep-17
22,106 New DS Grey (16NEBD01A02),7,838,596,544,699,35,1.8,0,800,Jan-19
23,106 New DS Grey (16NEBD01A02),7,841,596,544,699,35,1.8,0,800,Jan-19
24,10i 4/128GB Black (51093VQV),0,532,5499,,,2,6.21,128,3400,May-19
25,10i 4/128GB Blue (51093VQX),0,444,5499,,,2,6.21,128,3400,May-19
26,110 Dual Sim 2019 Black (16NKLB01A07),7,471,710,640,1164,34,1.77,0,800,Nov-19
27,110 Dual Sim 2019 Blue (16NKLL01A04),7,248,702,640,909,36,1.77,0,800,Nov-19
28,125 Dual Sim Black (16GMNB01A17),7,807,992,899,1249,50,2.4,0,1020,Jul-20
29,15 4/128GB Black,0,490,6584,,,1,5.45,128,3000,May-18
30,15 4/64GB Black,0,166,5272,4970,5448,3,5.45,64,3000,May-18
31,15 4/64GB Black,0,125,5272,4970,5448,3,5.45,64,3000,May-18
32,15 4/64GB Black,0,116,5272,4970,5448,3,5.45,64,3000,May-18
33,15 Plus 6/64GB Black,0,666,5328,,,1,5.95,64,3500,Jun-18
34,15 Plus 6/64GB Gray,0,415,5328,,,1,5.95,64,3500,Jun-18
35,15 Plus 6/64GB Gray,0,405,5328,,,1,5.95,64,3500,Jun-18
36,150 Black,7,920,1180,959,1479,61,2.4,0,1020,Feb-17
37,150 Dual Sim Cyan (16GMNE01A04),7,543,1190,1090,1479,39,2.4,0,1020,Jul-20
38,150 Dual Sim Red (16GMNR01A02),7,835,1196,1090,1529,39,2.4,0,1020,Jul-20
39,150 White,7,645,1090,959,1566,12,2.4,0,1020,Feb-17
40,16 6/128GB Black,0,1111,5926,5290,6526,11,6,128,3100,Nov-18
41,16 6/64GB Black,0,1144,5231,4599,5759,19,6,64,3100,Nov-18
42,16X 6/128GB Dual Purple,0,663,5649,5599,5699,2,6,128,3100,Mar-20
43,16Xs 6/128GB Pearl White,0,900,7229,6840,7786,11,6.2,128,4000,Nov-20
44,16th 6/64GB Black,0,1063,7776,7049,8196,9,6,64,3010,Sep-18
45,1B 5002H Pine Green (5002H-2BALUA12),0,195,2399,,,4,5.5,16,3000,Sep-20
46,1B 5002H Prime Black (5002H-2AALUA12),0,616,2408,2168,3185,31,5.5,16,3000,Sep-20
47,1SE 3/32GB Power Gray (5030D-2AALUA2),0,629,3249,2889,3299,38,6.22,32,4000,Oct-20
48,1SE 4/128GB Agate Green (5030E-2BALUA2),0,790,3877,3581,3899,35,6.22,128,4000,Oct-20
49,1SE 4/128GB Agate Green (5030E-2BALUA2),0,793,3877,3581,3899,35,6.22,128,4000,Oct-20
50,2.2 2/16GB Black,0,1052,2299,,,1,5.71,16,3000,Aug-19
51,2.3 2/32GB Green,0,870,2799,,,2,6.2,32,4000,Feb-20
52,2.4 2/32GB Charcoal,0,1031,3162,2999,3299,17,6.5,32,4500,Sep-20
53,20 6/128GB Black,0,823,9999,,,1,6.26,128,3750,Jul-19
54,2003 Dual SIM Dark Gray (2003D-2AALUA1),7,538,655,649,809,26,2.4,0,970,Oct-20
55,2003 Dual SIM Dark Gray (2003D-2AALUA1),7,527,655,649,809,26,2.4,0,970,Oct-20
56,2003 Dual SIM Metallic Blue (2003D-2BALUA1),7,193,654,647,809,27,2.4,0,970,Oct-20
57,2019 Single SIM Metallic Gray (2019G-3AALUA1),7,545,864,849,1176,23,2.4,0,970,Oct-20
58,2053 Dual SIM Pure White (2053D-2BALUA1),7,475,900,899,938,25,2.4,0,970,Oct-20
59,2053 Dual SIM Volcano Black (2053D-2AALUA1),7,585,898,795,1129,33,2.4,0,970,Oct-20
60,210 Dual SIM 2019 Black (16OTRB01A02),7,464,1153,975,1199,20,2.4,0.016,1020,May-19
61,230 Dual Blue (16PCML01A02),7,65,1864,1717,2229,33,2.8,0.016,1200,Mar-19
62,230 Dual Dark Silver (A00026971),7,860,1847,1725,1939,54,2.8,0.016,1200,Dec-15
63,2720 Flip Black (16BTSB01A10),3,883,2530,2395,2689,26,2.8,4,1500,Sep-19
64,2720 Flip Red,7,721,2567,2389,2699,35,2.8,4,1500,Jan-20
65,2720 Flip Red,7,719,2567,2389,2699,35,2.8,4,1500,Jan-20
66,3 Pro 6/128GB Nitro Blue,0,103,7068,,,1,6.3,128,4045,Oct-19
67,3 Pro 6/128GB Nitro Blue,0,128,7068,,,1,6.3,128,4045,Oct-19
68,3.4 3/64GB Charcoal,0,1132,3899,3550,4049,24,6.39,64,4000,Sep-20
69,3T 128GB (Gunmetal),5,235,6991,6195,9399,9,5.5,128,3400,Jan-17
70,3T 128GB (Gunmetal),5,188,6991,6195,9399,9,5.5,128,3400,Jan-17
71,3T 64GB (Gunmetal),5,921,5856,5630,6299,10,5.5,64,3400,Dec-16
72,3X 5048Y Black (5048Y-2AALWE12),0,194,3590,,,1,6.52,64,4000,Sep-20
73,40 Neon,0,190,840,,,1,4,8,1300,May-16
74,40 Neon,0,224,840,,,1,4,8,1300,May-16
75,5 4/128GB Violet,0,280,5757,,,1,6.5,128,5000,Mar-20
76,5 6/64GB Black,0,337,7333,,,1,5.5,64,3300,Jun-17
77,5 6/64GB Slate Grey,0,234,7333,,,1,5.5,64,3300,Jun-17
78,5 Pro 8/128GB Green,0,38,8294,,,1,6.3,128,4035,Jan-20
79,5 Pro 8/128GB Green,0,88,8294,,,1,6.3,128,4035,Jan-20
80,5 Pro 8/128GB Green,0,97,8294,,,1,6.3,128,4035,Jan-20
81,5.3 4/64GB Charcoal,0,1156,4429,4150,4583,42,6.55,64,4000,Jun-20
82,5.4 4/128GB Polar Night,0,701,9323,9166,9599,4,6.39,128,4000,Jan-21
83,5310 2020 DualSim Black/Red (16PISXO1A18),7,888,1365,1260,1419,46,2.4,0.016,1200,Apr-20
84,5i 4/64GB Green,0,137,4761,4532,4990,2,6.5,64,5000,Mar-20
85,6 4/128GB Blue,0,1139,5936,5599,6345,20,6.5,128,4300,Apr-20
86,6 4/64GB Blue,0,1045,5299,,,1,6.5,64,4300,Apr-20
87,6 64GB Black,0,309,6381,5265,7011,3,5.5,64,3000,Apr-17
88,6 64GB Silver,0,21,5265,,,1,5.5,64,3000,May-17
89,6 8/128GB Blue,0,1118,6767,6289,9547,34,6.5,128,4300,Apr-20
90,6 Pro 8/128GB Blue,0,1117,8045,7499,9006,10,6.6,128,4300,Apr-20
91,6.1 4/32GB Black,0,620,3820,3792,3848,2,5.5,32,3000,Jun-18
92,6.1 4/64GB Black,0,798,3962,3885,4099,4,5.5,64,3000,Mar-18
93,6.1 Plus 4/64GB Blue,0,202,5020,,,1,5.8,64,3060,Sep-18
94,6S 4/64GB Eclipse Black,0,329,5777,,,1,6.5,64,4300,Jan-21
95,6S 4/64GB Eclipse Black,0,291,5777,,,1,6.5,64,4300,Jan-21
96,6S 6/128GB Lunar White,0,953,6078,5749,6270,5,6.5,128,4300,Oct-20
97,6T 8/256GB Midnight Black,0,661,15625,15080,16213,8,6.41,256,3700,Oct-18
98,6i 3/64GB White,0,989,4292,4089,4599,17,6.5,64,5000,Apr-20
99,6i 4/128GB Green,0,1042,4946,4699,5044,27,6.5,128,5000,Apr-20
100,7 16GB (Gold),0,158,2766,,,1,5.2,16,3100,Jul-15
101,7 16GB (Gold),0,133,2766,,,1,5.2,16,3100,Jul-15
102,7 16GB (Gold),0,108,2766,,,1,5.2,16,3100,Jul-15
103,7 6/64GB Mist Blue,0,570,6215,5990,6658,3,6.5,64,5000,Feb-21
104,7 8/256GB Mirror Gray,0,1022,14443,13920,15449,11,6.41,256,3700,Jul-19
105,7 Plus 4/64GB Black,0,375,7612,6014,9211,2,6,64,3800,Mar-18
106,7 Pro 8/128GB Mirror Blue,0,1179,8584,8199,9547,23,6.4,128,4500,Oct-20
107,8 12/256GB Onyx Black,0,1067,17172,16500,18497,11,6.55,256,4300,Apr-20
108,8 3/32GB Blue,0,535,3613,3199,3848,3,5.2,32,3000,May-18
109,8 4/64GB (Blue),0,693,3499,,,1,5.2,64,3000,Nov-16
110,8 8/128GB Onyx Black,0,1155,15840,14863,16999,13,6.55,128,4300,Apr-20
111,8 Dual SIM Silver,0,626,6222,,,1,5.3,64,3090,Oct-17
112,8 Pro 12/256GB Glacial Green,0,1095,22587,21778,25999,32,6.78,256,4510,Apr-20
113,8 Pro 8/128GB Onyx Black,0,1161,20709,20095,21999,23,6.78,128,4510,Apr-20
114,8.3 5G 8/128GB Polar Night,0,1055,19041,18500,20517,18,6.81,128,4500,Oct-20
115,800 Tough Black,7,609,3241,2989,3749,37,2.4,4,2100,Oct-19
116,800 Tough Sand,7,560,3216,2989,3299,27,2.4,4,2100,Jan-20
117,8A 2/32GB Gold,0,383,3199,,,1,6.09,32,3020,Mar-19
118,8A 3/64GB Blue,0,430,3844,3690,3999,2,6.09,64,3020,Nov-19
119,8A 3/64GB Blue,0,433,3844,3690,3999,2,6.09,64,3020,Nov-19
120,8S 2/32GB Black (51093ULM),0,767,2499,,,1,5.7,32,3020,May-19
121,8S 2/32GB Black (51093ULM),0,769,2499,,,1,5.7,32,3020,May-19
122,8T 12/256GB Cyberpunk 2077 Limited Edition,0,938,23999,23999,24000,2,6.55,256,4500,Jan-21
123,8T 12/256GB Lunar Silver,0,1159,18200,17249,19999,29,6.55,256,4500,Oct-20
124,8T 8/128GB Aquamarine Green,0,1157,16845,16299,18000,35,6.55,128,4500,Oct-20
125,8x Max 4/64GB Black,0,694,5652,5605,5699,2,7.12,64,5000,Oct-18
126,8x Max 4/64GB Black,0,697,5652,5605,5699,2,7.12,64,5000,Oct-18
127,8x Max 4/64GB Blue,0,303,5844,5605,6199,3,7.12,64,5000,Nov-18
128,9 4/64GB Dual Blue,0,660,4461,3978,5957,5,5.15,64,3200,Sep-17
129,9 Lite 3/32GB Midnight Black,0,142,3491,3444,3574,3,5.65,32,3000,Mar-18
130,9i 3/32GB Black,0,342,3424,3399,3449,2,5.84,32,3000,Jun-20
131,9i 3/32GB Black,0,361,3424,3399,3449,2,5.84,32,3000,Jun-20
132,9i 4/64GB Blue,0,216,4009,,,1,5.84,64,3000,Dec-18
133,9i 4/64GB Blue,0,180,4009,,,1,5.84,64,3000,Dec-18
134,9x 4/128GB Black,0,1048,5599,4999,5999,3,6.59,128,4000,Nov-19
135,A1 Dual Black,7,83,817,755,845,4,2.4,0.032,2000,Feb-19
136,A1 Dual Gold,7,384,834,719,1009,26,2.4,0.032,2000,Feb-19
137,A1 Silver,7,440,805,691,1009,32,2.4,0,2000,Dec-19
138,A10 6/128GB Black,0,2,5628,5297,6584,11,5.7,128,4400,Oct-20
139,A12 3/32GB Black,0,1024,3520,3375,3949,15,6.22,32,4230,Jun-20
140,A12 4/64GB Blue,0,705,3949,3799,3999,4,6.22,64,4230,Aug-20
141,A144 Black/Red,7,519,214,199,229,2,1.77,0.032,600,Sep-19
142,A167 Black/Red,7,172,599,,,3,3.2,0,1000,Oct-20
143,A167 Black/Red,7,208,599,,,3,3.2,0,1000,Oct-20
144,A167 Black/Red,7,221,599,,,3,3.2,0,1000,Oct-20
145,A169 Black Gray,7,11,399,,,2,1.77,0,1000,Apr-20
146,A170 Point Black,7,411,252,220,333,20,1.77,0,600,Apr-19
147,A170 Point Black,7,401,252,220,333,20,1.77,0,600,Apr-19
148,A170 Point Dark Blue,7,106,252,220,333,20,1.77,0,600,Apr-19
149,A170 Point Dark Blue,7,131,252,220,333,20,1.77,0,600,Apr-19
150,A170 Point Dark Blue,7,156,252,220,333,20,1.77,0,600,Apr-19
151,A173 Black/Orange,7,204,279,,,1,1.77,0.032,800,Jun-18
152,A225 Black,7,295,359,,,1,2.4,0.032,1000,Jun-18
153,A225 Black,7,334,359,,,1,2.4,0.032,1000,Jun-18
154,A240 Experience Red,7,63,308,289,364,19,2.4,0,800,Apr-19
155,A281 Force Black,7,947,632,532,1143,23,2.8,0,6000,Apr-19
156,A30 2/16GB Black,0,240,1852,1795,1910,2,5.5,16,2500,Sep-18
157,A30 2/16GB Black,0,243,1852,1795,1910,2,5.5,16,2500,Sep-18
158,A31 4/64GB Mystery Black,0,897,4471,3999,4499,18,6.5,64,4230,Mar-20
159,A5 2020 3/64GB Black,0,833,4773,4499,4999,4,6.5,64,5000,Nov-19
160,A50 GRANITE 2/16GB Black,0,617,1599,,,1,5,16,2700,Nov-18
161,A512 Harmony Pro DS Black,0,302,2199,,,1,5,16,3200,Jan-19
162,A52 4/64GB Twilight Black,0,1094,5448,4857,6031,65,6.5,64,5000,May-20
163,A53 4/128GB Electric Black,0,985,5683,4998,5999,19,6.5,128,5000,Nov-20
164,A53 4/64GB Black,0,1145,5257,4407,6658,66,6.5,64,5000,Oct-20
165,A5L+ 2/16GB Grey,0,650,1599,,,4,5.5,16,2650,Jan-20
166,A5s 3/32Gb Blue,0,478,3266,3199,3333,2,6.2,32,4230,Aug-19
167,A60 1/16GB Black,0,857,1910,1735,2052,42,6.1,16,4080,May-19
168,A60 Plus 4/64GB Black,0,1027,2831,2695,3189,8,6.08,64,4080,Dec-20
169,A60 Pro 3/16GB Black,0,904,2465,2299,2599,15,6.08,16,4080,Jul-19
170,A7 2/32GB L19111 Blue,0,82,3391,3119,3746,5,6.09,32,4000,Jul-20
171,A7 Pro 4/128GB Black,0,29,3868,3499,4104,4,6.3,128,4150,Aug-20
172,A7 Pro 4/128GB Black,0,23,3868,3499,4104,4,6.3,128,4150,Aug-20
173,A7 Pro 4/64GB Black,0,419,3327,3149,3506,2,6.3,64,4150,Jun-20
174,A72 4/128GB Aurora Purple,0,948,6867,6000,6999,11,6.5,128,5000,May-20
175,A73 4/128GB Navy Blue,0,1097,6615,5949,6999,55,6.44,128,4015,Dec-20
176,A7S 2/32GB Black,0,622,2479,,,1,6.53,32,4150,Nov-20
178,A80 2/16GB Red,0,578,2232,2090,2471,10,6.21,16,4200,Jun-20
179,A80 Pro 4/64GB Black,0,1018,3250,3134,3692,26,6.49,64,4680,Jan-20
180,A9 2020 4/128GB Marine Green,0,73,6039,,,1,6.5,128,5000,Nov-19
181,A9 2020 4/128GB Space Purple,0,814,5699,,,1,6.5,128,5000,Nov-19
182,A9 4/32GB Black,0,797,5851,5699,6184,10,5.99,32,5400,May-19
183,A9 4/64GB Black,0,704,6900,6628,7299,14,5.99,64,5400,Feb-19
184,A91 8/128GB Black,0,1124,8141,7298,8499,21,6.4,128,4025,Apr-20
185,AS-201 Dual Sim Blue,7,316,294,263,330,11,2.4,0.064,1500,Dec-18
186,AS-203 Dual Sim Black,7,377,398,345,659,20,2.2,0.032,1000,Oct-19
187,Action-X3 3/32GB Black,0,155,3460,,,1,5,32,3500,Aug-20
188,Aquos D10 4/64GB Black,0,632,7827,6199,9999,7,5.99,64,2900,Jun-19
189,Armor 10 5G 8/128GB Black,0,146,12913,12072,13499,5,6.67,128,5800,Jan-21
191,Armor 3WT 6/64GB Black,0,148,7498,7349,7699,3,5.7,64,10300,Nov-19
192,Armor 7E 4/128GB Black,0,671,7958,6787,8999,10,6.3,128,5500,Jul-20
193,Armor 7E 4/128GB Black,0,673,7958,6787,8999,10,6.3,128,5500,Jul-20
194,Armor 8 4/64GB Black (6937748733744),0,865,5943,4398,6799,29,6.1,64,5500,Oct-20
195,Armor 9 8/128GB Black (6937748733515),0,1009,15611,13799,16120,20,6.3,128,6600,Aug-20
196,Armor 9E 8/128GB Black (6937748733805),0,816,11062,9610,13092,17,6.3,128,6600,Sep-20
197,Armor 9E 8/128GB Black (6937748733805),0,818,11062,9610,13092,17,6.3,128,6600,Sep-20
198,Armor Mini Black,7,318,1274,1149,1511,57,2.4,0.032,2500,Jun-18
199,Armor Mini Red,7,52,1299,1199,1479,7,2.4,0.032,2500,Jun-18
200,Armor X3 2/32GB Black,0,395,3155,2493,3699,29,5.5,32,5000,Sep-20
201,Armor X5 3/32GB Red (6937748733256),0,788,3768,2909,4399,38,5.5,32,5000,May-20
202,Armor X5 Pro 4/64GB Black (6937748733829),0,1010,4251,3395,5200,28,5.5,64,5000,Sep-20
203,Armor X6 2/16GB Orange,0,662,2786,2175,3199,38,5,16,4000,Apr-20
205,Armor X7 Pro 4/32GB Black,0,998,3550,2770,3999,35,5,32,4000,Sep-20
206,Armor X8 4/64GB Black,0,1035,4424,3470,5322,33,5.7,64,5080,Dec-20
207,B181 DUAL SIM BLACK,7,621,275,265,299,19,1.8,0.032,800,Dec-20
208,B1P DS Champagne Gold,0,110,1699,,,1,5.45,8,4000,Jan-19
209,B1P DS Champagne Gold,0,160,1699,,,1,5.45,8,4000,Jan-19
210,B200RX (White),7,390,646,552,799,30,2,0.064,1300,May-16
211,B200RX (Yellow),7,599,655,532,799,28,2,0.064,1300,May-16
212,B241 Black,7,448,400,375,433,19,2.4,0.032,1200,Dec-20
213,B26 Black,7,1084,1488,1330,1819,52,2.4,0,1500,Dec-19
214,B505 Unit 4G Dual Sim Black,0,49,1715,,,1,5,8,2500,Dec-18
215,BL5000 Black (6924351609900),0,25,3107,,,1,5.5,64,5050,Aug-17
216,BL5000 Black (6924351609900),0,94,3107,,,1,5.5,64,5050,Aug-17
217,BL5500 Lite 2/16GB Dual Sim Gold,0,540,2323,2099,2548,2,6.19,16,5500,Jan-19
218,BV1000 Black,7,688,992,900,1186,22,2.4,0.032,3000,Jan-19
219,BV4900 3/32GB Black,0,877,2974,2819,3199,23,5.7,32,5580,Nov-20
220,BV4900 Pro 4/64GB Orange,0,869,3474,3333,3719,13,5.7,64,5580,Jan-21
221,BV5100 4/128GB Green,0,515,4727,4610,5099,13,5.7,128,5580,Dec-20
222,BV5100 Pro 4/128GB Black,0,138,6789,5999,7838,22,5.7,128,5580,Jan-21
223,BV5500 2/16GB Black,0,772,2596,2149,3099,54,5.5,16,4400,Feb-19
224,BV5500 Plus 3/32GB Black,0,1023,2720,2560,3040,25,5.5,32,4400,Jun-20
225,BV5500 Pro 3/16GB Black,0,553,3566,2629,3800,47,5.5,16,4400,Jun-19
226,BV5500 Pro 3/16GB Black,0,548,3566,2629,3800,47,5.5,16,4400,Jun-19
227,BV5800 Pro 2/16GB Black,0,425,2394,,,1,5.5,16,5580,Sep-18
228,BV5900 3/32GB Black,0,659,3668,3447,4389,26,5.7,32,5580,Dec-19
229,BV6100 3/16GB Black,0,806,3386,3190,3895,23,6.88,16,5580,Sep-19
230,BV6300 3/32GB Black,0,849,3762,3590,4674,29,5.7,32,4380,Nov-20
231,BV6300 Pro 6/128GB Black,0,882,5418,5199,5873,28,5.7,128,4380,Aug-20
232,BV6800 Pro 4/64GB Black,0,821,6801,4640,7399,55,5.7,64,6580,Nov-18
233,BV6900 4/64GB Black,0,764,4793,4670,5472,10,5.84,64,5580,Jul-20
234,BV8000 Pro Lion Gold,0,536,4584,4440,5130,19,5,64,4180,Jul-17
235,BV8000 Pro Lion Gold,0,525,4584,4440,5130,19,5,64,4180,Jul-17
236,BV9100 4/64GB Black,0,954,5355,5150,5850,13,6.3,64,13000,Oct-19
237,BV9500 Black,0,562,6356,5780,6929,5,5.7,64,10000,Sep-18
238,BV9500 Plus 4/64GB Black,0,792,5851,5649,6119,17,5.7,64,10000,Oct-19
239,BV9500 Pro 6/128GB Black,0,612,8087,7398,11924,7,5.7,128,10000,Oct-18
240,BV9600 4/64GB Silver,0,104,6072,5910,6349,20,6.21,64,5580,Aug-19
241,BV9600 4/64GB Silver,0,129,6072,5910,6349,20,6.21,64,5580,Aug-19
242,BV9600 Pro 6/128GB Black,0,373,6898,6730,7165,10,6.21,128,5580,Feb-19
243,BV9600 Pro 6/128GB Black,0,355,6898,6730,7165,10,6.21,128,5580,Feb-19
244,BV9600E 4/128GB Grey,0,533,6126,5899,7011,18,6.21,128,5580,Jun-20
245,BV9700 Pro 6/128GB Black,0,898,6967,6790,7289,20,5.84,128,4380,Aug-19
246,BV9700 Pro 6/128GB Black + Night Vision Camera,0,77,7686,7599,7860,3,5.84,128,4380,Aug-19
247,BV9800 6/128Gb Black,0,293,10064,9760,10499,14,6.3,128,6580,Feb-20
248,BV9800 6/128Gb Black,0,332,10064,9760,10499,14,6.3,128,6580,Feb-20
249,BV9800 Pro 6/128GB Orange,0,879,10436,9949,11258,30,6.3,128,6580,May-20
250,BV9900 8/256GB Black,0,732,9916,9536,10611,14,5.84,256,4380,May-20
251,BV9900 Pro 8/128GB Gray,0,802,12667,12077,14279,6,5.84,128,4380,Jun-20
252,BV9900E 6/128GB Black,0,918,7608,7380,7999,21,5.84,128,4380,Nov-20
253,Bison 6/128GB Red,0,884,4994,4940,5049,4,6.3,128,5000,Dec-20
254,Black Shark 2 Pro 8/128GB Black,0,150,15149,14999,15299,2,6.39,128,4000,Nov-19
255,Black Shark 2 Pro 8/128GB Iceberg Grey,0,43,15399,14910,15999,11,6.39,128,4000,Nov-19
256,Black Shark 3 12/256GB Black,0,726,18319,17400,18999,4,6.67,256,4720,Jul-20
257,Black Shark 3 8/128GB Black,0,1098,13846,13151,14999,31,6.67,128,4720,Jun-20
258,Black Shark 8/128GB Black,0,53,13146,,,1,5.99,128,4000,May-18
259,Blade 20 Smart 4/128GB Gradient Green,0,1083,4152,3745,4417,48,6.49,128,5000,Dec-19
260,Blade A3 2020 1/32GB Blue,0,700,2016,1839,2229,56,5.45,32,2600,Mar-20
261,Blade A3 2020 1/32GB Grey,0,619,2014,1839,2099,43,5.45,32,2600,Mar-20
262,Blade A3 2020 1/32GB Red,0,446,2021,1839,2332,47,5.45,32,2600,Aug-20
263,Blade A5 2/16GB Black,0,782,1999,,,1,5.45,16,2600,May-19
264,Blade A5 2/16GB Blue,0,601,1999,,,1,5.45,16,2600,Jun-19
265,Blade A5 2/16GB Blue,0,594,1999,,,1,5.45,16,2600,Jun-19
